1l3pA00,529,37,18,837,1209,0,162,0,0,35,22,139,38,63,587,0,0,0,0,0,0,0,0,0,0,940,1_20_120_320
1nlxM00,285,23,22,880,1291,0,47,36,0,34,0,20,198,43,664,0,0,0,0,0,0,0,0,0,0,947,1_20_120_320
1nlxF00,251,22,21,850,1265,0,79,36,0,34,0,20,225,44,614,0,0,0,0,0,0,0,0,0,0,957,1_20_120_320
1nlxI00,259,22,21,854,1227,0,66,35,0,33,0,20,165,44,589,0,0,0,0,0,0,0,0,0,0,915,1_20_120_320
1nlxB00,369,23,21,817,1253,0,78,35,0,34,0,20,201,44,633,0,0,0,0,0,0,0,0,0,0,944,1_20_120_320
1nlxL00,398,23,21,768,1212,0,64,35,0,33,0,20,200,43,627,0,0,0,0,0,0,0,0,0,0,934,1_20_120_320
1nlxE00,375,23,21,795,1194,0,64,36,0,33,0,20,234,43,620,0,0,0,0,0,0,0,0,0,0,942,1_20_120_320
1nlxH00,434,22,20,705,1156,0,76,36,0,54,0,18,127,43,596,0,0,0,0,0,30,0,0,0,0,949,1_20_120_320
1nlxA00,372,0,16,715,1159,0,53,36,0,76,0,19,193,43,647,0,0,0,0,0,0,0,0,0,0,881,1_20_120_320
1nlxD00,236,22,21,848,1258,0,79,35,0,34,0,20,224,44,634,0,0,0,0,0,0,0,0,0,0,923,1_20_120_320
1nlxK00,374,22,21,854,1197,0,66,35,0,0,0,20,163,44,560,0,0,0,0,0,0,0,0,0,0,996,1_20_120_320
1nlxN00,420,0,30,757,1206,0,63,29,0,33,0,20,198,42,631,0,0,0,0,0,0,0,0,0,0,883,1_20_120_320
1nlxG00,243,23,12,914,1287,0,96,35,0,36,0,40,230,44,602,0,0,0,0,0,0,0,0,0,0,1014,1_20_120_320
1nlxJ00,402,23,30,796,1243,0,64,28,0,33,0,20,206,43,608,0,0,0,0,0,0,0,0,0,0,972,1_20_120_320
1nlxC00,429,22,12,741,1045,0,60,36,0,33,0,37,194,42,609,0,0,0,0,0,0,0,0,0,0,880,1_20_120_320
1j1dC01,30,0,25,17,30,0,34,36,0,0,12,0,0,18,346,0,0,0,0,13,0,0,0,0,0,247,1_20_5_350
1j1eE00,15,0,0,15,13,0,10,0,0,0,0,0,0,10,285,0,0,0,0,0,0,0,0,0,0,234,1_20_5_350
1j1eC01,24,0,49,0,38,0,29,0,0,0,13,0,0,19,271,0,0,0,0,0,0,0,0,0,0,345,1_20_5_350
1j1eF00,30,0,50,16,39,0,7,15,0,0,35,10,0,10,349,0,0,0,0,0,0,0,0,0,0,533,1_20_5_350
1j1dE00,18,0,14,18,31,0,0,0,0,0,0,26,0,23,286,0,0,0,0,0,0,0,0,0,0,212,1_20_5_350
1j1dB00,0,0,0,18,40,0,12,0,0,0,0,22,0,29,235,0,0,0,0,0,0,0,0,0,0,212,1_20_5_350
1j1eB00,32,0,0,0,14,0,13,0,0,0,0,22,0,23,243,0,0,0,0,0,0,0,0,0,0,201,1_20_5_350
1j1dF01,40,9,48,0,11,0,23,8,0,0,12,0,0,19,314,0,0,0,0,0,0,0,0,0,0,250,1_20_5_350
1nqfA02,437,93,127,750,610,1298,6040,155,0,37,850,216,119,3545,91,0,0,0,0,0,45,0,0,46,260,59,2_40_170_20
1nqhA02,375,99,108,853,845,1308,6664,193,36,91,1160,404,108,4269,124,0,35,32,0,0,71,27,0,55,369,66,2_40_170_20
